fuente_de_trafico,visualizaciones,tiempo_de_visualizacion_(horas),duracion_media_de_las_visualizaciones,impresiones,porcentaje_de_clics_de_las_impresiones_(%),fecha_publicacion,nombre_video
Total,3034.0,200.6775,0:03:58,82848.0,1.88,20211019,Si USAS esta TÉCNICA 🧐 puedes CREAR muchos LOGOS ▶ CorelDRAW
Funciones de exploración,1895.0,116.4331,0:03:41,59483.0,1.71,20211019,Si USAS esta TÉCNICA 🧐 puedes CREAR muchos LOGOS ▶ CorelDRAW
Vídeos sugeridos,353.0,28.7342,0:04:53,7853.0,3.12,20211019,Si USAS esta TÉCNICA 🧐 puedes CREAR muchos LOGOS ▶ CorelDRAW
Páginas de canal,211.0,17.1026,0:04:51,9283.0,1.83,20211019,Si USAS esta TÉCNICA 🧐 puedes CREAR muchos LOGOS ▶ CorelDRAW
Notificaciones,205.0,12.463,0:03:38,,,20211019,Si USAS esta TÉCNICA 🧐 puedes CREAR muchos LOGOS ▶ CorelDRAW
Búsqueda de YouTube,148.0,8.4929,0:03:26,3897.0,2.72,20211019,Si USAS esta TÉCNICA 🧐 puedes CREAR muchos LOGOS ▶ CorelDRAW
Directa o desconocida,71.0,5.2262,0:04:24,,,20211019,Si USAS esta TÉCNICA 🧐 puedes CREAR muchos LOGOS ▶ CorelDRAW
Fuentes externas,55.0,4.6679,0:05:05,,,20211019,Si USAS esta TÉCNICA 🧐 puedes CREAR muchos LOGOS ▶ CorelDRAW
Pantallas finales,38.0,3.2919,0:05:11,,,20211019,Si USAS esta TÉCNICA 🧐 puedes CREAR muchos LOGOS ▶ CorelDRAW
Listas de reproducción,26.0,1.0611,0:02:26,1423.0,1.12,20211019,Si USAS esta TÉCNICA 🧐 puedes CREAR muchos LOGOS ▶ CorelDRAW
Otras funciones de YouTube,24.0,2.3739,0:05:56,,,20211019,Si USAS esta TÉCNICA 🧐 puedes CREAR muchos LOGOS ▶ CorelDRAW
Página de lista de reproducción,8.0,0.8307,0:06:13,909.0,0.55,20211019,Si USAS esta TÉCNICA 🧐 puedes CREAR muchos LOGOS ▶ CorelDRAW
Total,4130.0,523.1473,0:07:36,86732.0,2.47,20210928,🤜🏼 La MASTERCLASS que BUSCABAS 👉🏼  Técnicas AVANZADAS para DISEÑADORES CorelDRAW
Funciones de exploración,1920.0,159.6553,0:04:59,54934.0,1.77,20210928,🤜🏼 La MASTERCLASS que BUSCABAS 👉🏼  Técnicas AVANZADAS para DISEÑADORES CorelDRAW
Vídeos sugeridos,1420.0,272.1141,0:11:29,19499.0,4.5,20210928,🤜🏼 La MASTERCLASS que BUSCABAS 👉🏼  Técnicas AVANZADAS para DISEÑADORES CorelDRAW
Páginas de canal,194.0,26.4023,0:08:09,8298.0,1.93,20210928,🤜🏼 La MASTERCLASS que BUSCABAS 👉🏼  Técnicas AVANZADAS para DISEÑADORES CorelDRAW
Directa o desconocida,169.0,19.5798,0:06:57,,,20210928,🤜🏼 La MASTERCLASS que BUSCABAS 👉🏼  Técnicas AVANZADAS para DISEÑADORES CorelDRAW
Búsqueda de YouTube,127.0,18.8913,0:08:55,2094.0,4.73,20210928,🤜🏼 La MASTERCLASS que BUSCABAS 👉🏼  Técnicas AVANZADAS para DISEÑADORES CorelDRAW
Notificaciones,110.0,8.05,0:04:23,,,20210928,🤜🏼 La MASTERCLASS que BUSCABAS 👉🏼  Técnicas AVANZADAS para DISEÑADORES CorelDRAW
Fuentes externas,72.0,5.4751,0:04:33,,,20210928,🤜🏼 La MASTERCLASS que BUSCABAS 👉🏼  Técnicas AVANZADAS para DISEÑADORES CorelDRAW
Otras funciones de YouTube,45.0,5.6001,0:07:28,,,20210928,🤜🏼 La MASTERCLASS que BUSCABAS 👉🏼  Técnicas AVANZADAS para DISEÑADORES CorelDRAW
Listas de reproducción,37.0,3.7592,0:06:05,1008.0,1.88,20210928,🤜🏼 La MASTERCLASS que BUSCABAS 👉🏼  Técnicas AVANZADAS para DISEÑADORES CorelDRAW
Página de lista de reproducción,25.0,1.895,0:04:32,899.0,2.0,20210928,🤜🏼 La MASTERCLASS que BUSCABAS 👉🏼  Técnicas AVANZADAS para DISEÑADORES CorelDRAW
Pantallas finales,8.0,1.6978,0:12:44,,,20210928,🤜🏼 La MASTERCLASS que BUSCABAS 👉🏼  Técnicas AVANZADAS para DISEÑADORES CorelDRAW
Tarjetas de vídeo y anotaciones,3.0,0.0274,0:00:32,,,20210928,🤜🏼 La MASTERCLASS que BUSCABAS 👉🏼  Técnicas AVANZADAS para DISEÑADORES CorelDRAW
Total,11619.0,740.5416,0:03:49,443002.0,1.09,20220203,✔✨ DESCUBRE estas TÉCNICAS para CREAR DISEÑOS orgánicos en ▶ TUTORIAL
Funciones de exploración,9033.0,411.0758,0:02:43,385764.0,0.91,20220203,✔✨ DESCUBRE estas TÉCNICAS para CREAR DISEÑOS orgánicos en ▶ TUTORIAL
Vídeos sugeridos,1265.0,185.0603,0:08:46,43888.0,1.96,20220203,✔✨ DESCUBRE estas TÉCNICAS para CREAR DISEÑOS orgánicos en ▶ TUTORIAL
Páginas de canal,274.0,33.2604,0:07:16,7274.0,3.0,20220203,✔✨ DESCUBRE estas TÉCNICAS para CREAR DISEÑOS orgánicos en ▶ TUTORIAL
Búsqueda de YouTube,257.0,30.9557,0:07:13,3907.0,5.17,20220203,✔✨ DESCUBRE estas TÉCNICAS para CREAR DISEÑOS orgánicos en ▶ TUTORIAL
Notificaciones,207.0,22.5729,0:06:32,,,20220203,✔✨ DESCUBRE estas TÉCNICAS para CREAR DISEÑOS orgánicos en ▶ TUTORIAL
Directa o desconocida,194.0,15.8025,0:04:53,,,20220203,✔✨ DESCUBRE estas TÉCNICAS para CREAR DISEÑOS orgánicos en ▶ TUTORIAL
Fuentes externas,189.0,16.0692,0:05:06,,,20220203,✔✨ DESCUBRE estas TÉCNICAS para CREAR DISEÑOS orgánicos en ▶ TUTORIAL
Otras funciones de YouTube,130.0,17.2786,0:07:58,,,20220203,✔✨ DESCUBRE estas TÉCNICAS para CREAR DISEÑOS orgánicos en ▶ TUTORIAL
Listas de reproducción,34.0,3.3863,0:05:58,841.0,1.78,20220203,✔✨ DESCUBRE estas TÉCNICAS para CREAR DISEÑOS orgánicos en ▶ TUTORIAL
Pantallas finales,25.0,3.7083,0:08:53,,,20220203,✔✨ DESCUBRE estas TÉCNICAS para CREAR DISEÑOS orgánicos en ▶ TUTORIAL
Página de lista de reproducción,11.0,1.3716,0:07:28,1328.0,0.38,20220203,✔✨ DESCUBRE estas TÉCNICAS para CREAR DISEÑOS orgánicos en ▶ TUTORIAL
Total,1867.0,84.2964,0:02:42,70943.0,1.11,20210805,🔴 CorelDRAW MUST KNOWN Techniques for Beginners & Experts ▶ 3D LOGO TUTORIAL
Funciones de exploración,1179.0,47.9024,0:02:26,55300.0,1.06,20210805,🔴 CorelDRAW MUST KNOWN Techniques for Beginners & Experts ▶ 3D LOGO TUTORIAL
Notificaciones,218.0,11.6338,0:03:12,,,20210805,🔴 CorelDRAW MUST KNOWN Techniques for Beginners & Experts ▶ 3D LOGO TUTORIAL
Vídeos sugeridos,117.0,6.4182,0:03:17,3596.0,1.86,20210805,🔴 CorelDRAW MUST KNOWN Techniques for Beginners & Experts ▶ 3D LOGO TUTORIAL
Páginas de canal,105.0,5.3767,0:03:04,7292.0,1.0,20210805,🔴 CorelDRAW MUST KNOWN Techniques for Beginners & Experts ▶ 3D LOGO TUTORIAL
Fuentes externas,78.0,3.226,0:02:28,,,20210805,🔴 CorelDRAW MUST KNOWN Techniques for Beginners & Experts ▶ 3D LOGO TUTORIAL
Directa o desconocida,48.0,1.2541,0:01:34,,,20210805,🔴 CorelDRAW MUST KNOWN Techniques for Beginners & Experts ▶ 3D LOGO TUTORIAL
Búsqueda de YouTube,43.0,2.7725,0:03:52,1242.0,2.58,20210805,🔴 CorelDRAW MUST KNOWN Techniques for Beginners & Experts ▶ 3D LOGO TUTORIAL
Listas de reproducción,31.0,1.7885,0:03:27,2260.0,0.8,20210805,🔴 CorelDRAW MUST KNOWN Techniques for Beginners & Experts ▶ 3D LOGO TUTORIAL
Otras funciones de YouTube,26.0,2.2956,0:05:17,,,20210805,🔴 CorelDRAW MUST KNOWN Techniques for Beginners & Experts ▶ 3D LOGO TUTORIAL
Pantallas finales,12.0,0.7941,0:03:58,,,20210805,🔴 CorelDRAW MUST KNOWN Techniques for Beginners & Experts ▶ 3D LOGO TUTORIAL
Página de lista de reproducción,10.0,0.8345,0:05:00,1253.0,0.72,20210805,🔴 CorelDRAW MUST KNOWN Techniques for Beginners & Experts ▶ 3D LOGO TUTORIAL
Total,1811.0,142.3578,0:04:42,65215.0,1.38,20210916,✒️APRENDE a ILUSTRAR ASÍ en CorelDRAW ✍️ TRUCOS & CONSEJOS CLAVE
Funciones de exploración,1081.0,75.3886,0:04:11,47348.0,1.21,20210916,✒️APRENDE a ILUSTRAR ASÍ en CorelDRAW ✍️ TRUCOS & CONSEJOS CLAVE
Páginas de canal,167.0,14.7585,0:05:18,7338.0,1.58,20210916,✒️APRENDE a ILUSTRAR ASÍ en CorelDRAW ✍️ TRUCOS & CONSEJOS CLAVE
Notificaciones,152.0,12.9098,0:05:05,,,20210916,✒️APRENDE a ILUSTRAR ASÍ en CorelDRAW ✍️ TRUCOS & CONSEJOS CLAVE
Vídeos sugeridos,141.0,14.7472,0:06:16,5020.0,1.89,20210916,✒️APRENDE a ILUSTRAR ASÍ en CorelDRAW ✍️ TRUCOS & CONSEJOS CLAVE
Búsqueda de YouTube,75.0,5.8634,0:04:41,1194.0,4.77,20210916,✒️APRENDE a ILUSTRAR ASÍ en CorelDRAW ✍️ TRUCOS & CONSEJOS CLAVE
Listas de reproducción,69.0,5.7186,0:04:58,2759.0,1.78,20210916,✒️APRENDE a ILUSTRAR ASÍ en CorelDRAW ✍️ TRUCOS & CONSEJOS CLAVE
Directa o desconocida,43.0,2.1049,0:02:56,,,20210916,✒️APRENDE a ILUSTRAR ASÍ en CorelDRAW ✍️ TRUCOS & CONSEJOS CLAVE
Fuentes externas,30.0,3.5303,0:07:03,,,20210916,✒️APRENDE a ILUSTRAR ASÍ en CorelDRAW ✍️ TRUCOS & CONSEJOS CLAVE
Otras funciones de YouTube,27.0,4.3289,0:09:37,,,20210916,✒️APRENDE a ILUSTRAR ASÍ en CorelDRAW ✍️ TRUCOS & CONSEJOS CLAVE
Página de lista de reproducción,19.0,1.4835,0:04:41,1556.0,0.96,20210916,✒️APRENDE a ILUSTRAR ASÍ en CorelDRAW ✍️ TRUCOS & CONSEJOS CLAVE
Pantallas finales,6.0,1.375,0:13:45,,,20210916,✒️APRENDE a ILUSTRAR ASÍ en CorelDRAW ✍️ TRUCOS & CONSEJOS CLAVE
Tarjetas de vídeo y anotaciones,1.0,0.1489,0:08:56,,,20210916,✒️APRENDE a ILUSTRAR ASÍ en CorelDRAW ✍️ TRUCOS & CONSEJOS CLAVE
Total,1018.0,35.7847,0:02:06,40070.0,1.09,20210819,Tips BÁSICOS para CREAR LOGOS EFICIENTES ▶ TUTORIAL CorelDRAW
Funciones de exploración,421.0,14.1944,0:02:01,24403.0,0.83,20210819,Tips BÁSICOS para CREAR LOGOS EFICIENTES ▶ TUTORIAL CorelDRAW
Notificaciones,143.0,4.0317,0:01:41,,,20210819,Tips BÁSICOS para CREAR LOGOS EFICIENTES ▶ TUTORIAL CorelDRAW
Páginas de canal,121.0,4.6344,0:02:17,7535.0,1.22,20210819,Tips BÁSICOS para CREAR LOGOS EFICIENTES ▶ TUTORIAL CorelDRAW
Listas de reproducción,110.0,4.6012,0:02:30,4035.0,1.98,20210819,Tips BÁSICOS para CREAR LOGOS EFICIENTES ▶ TUTORIAL CorelDRAW
Fuentes externas,66.0,1.919,0:01:44,,,20210819,Tips BÁSICOS para CREAR LOGOS EFICIENTES ▶ TUTORIAL CorelDRAW
Búsqueda de YouTube,38.0,1.4703,0:02:19,1374.0,2.04,20210819,Tips BÁSICOS para CREAR LOGOS EFICIENTES ▶ TUTORIAL CorelDRAW
Página de lista de reproducción,33.0,0.8904,0:01:37,1843.0,1.25,20210819,Tips BÁSICOS para CREAR LOGOS EFICIENTES ▶ TUTORIAL CorelDRAW
Pantallas finales,33.0,1.9915,0:03:37,,,20210819,Tips BÁSICOS para CREAR LOGOS EFICIENTES ▶ TUTORIAL CorelDRAW
Vídeos sugeridos,24.0,0.9406,0:02:21,880.0,1.36,20210819,Tips BÁSICOS para CREAR LOGOS EFICIENTES ▶ TUTORIAL CorelDRAW
Directa o desconocida,15.0,0.3336,0:01:20,,,20210819,Tips BÁSICOS para CREAR LOGOS EFICIENTES ▶ TUTORIAL CorelDRAW
Otras funciones de YouTube,14.0,0.7777,0:03:19,,,20210819,Tips BÁSICOS para CREAR LOGOS EFICIENTES ▶ TUTORIAL CorelDRAW
Total,962.0,44.1079,0:02:45,34768.0,1.23,20210921,🖱 EFECTO de PROYECCIÓN BÁSICA ▶ Tips para DISEÑAR en CorelDRAW
Funciones de exploración,462.0,19.0236,0:02:28,19538.0,1.09,20210921,🖱 EFECTO de PROYECCIÓN BÁSICA ▶ Tips para DISEÑAR en CorelDRAW
Notificaciones,111.0,5.1207,0:02:46,,,20210921,🖱 EFECTO de PROYECCIÓN BÁSICA ▶ Tips para DISEÑAR en CorelDRAW
Páginas de canal,102.0,6.1858,0:03:38,7583.0,0.94,20210921,🖱 EFECTO de PROYECCIÓN BÁSICA ▶ Tips para DISEÑAR en CorelDRAW
Listas de reproducción,88.0,4.4558,0:03:02,3336.0,1.95,20210921,🖱 EFECTO de PROYECCIÓN BÁSICA ▶ Tips para DISEÑAR en CorelDRAW
Vídeos sugeridos,54.0,2.9486,0:03:16,1732.0,1.85,20210921,🖱 EFECTO de PROYECCIÓN BÁSICA ▶ Tips para DISEÑAR en CorelDRAW
Fuentes externas,49.0,1.6249,0:01:59,,,20210921,🖱 EFECTO de PROYECCIÓN BÁSICA ▶ Tips para DISEÑAR en CorelDRAW
Búsqueda de YouTube,31.0,1.5107,0:02:55,957.0,2.72,20210921,🖱 EFECTO de PROYECCIÓN BÁSICA ▶ Tips para DISEÑAR en CorelDRAW
Directa o desconocida,27.0,0.6282,0:01:23,,,20210921,🖱 EFECTO de PROYECCIÓN BÁSICA ▶ Tips para DISEÑAR en CorelDRAW
Página de lista de reproducción,26.0,1.7913,0:04:08,1622.0,1.36,20210921,🖱 EFECTO de PROYECCIÓN BÁSICA ▶ Tips para DISEÑAR en CorelDRAW
Otras funciones de YouTube,12.0,0.8181,0:04:05,,,20210921,🖱 EFECTO de PROYECCIÓN BÁSICA ▶ Tips para DISEÑAR en CorelDRAW
Total,5936.0,243.6507,0:02:27,67760.0,5.51,20210520,👉 Estas son las PRINCIPALES HERRAMIENTAS 🛠 de Corel Draw ▶
Búsqueda de YouTube,2234.0,91.5429,0:02:27,15624.0,12.7,20210520,👉 Estas son las PRINCIPALES HERRAMIENTAS 🛠 de Corel Draw ▶
Listas de reproducción,2046.0,92.6255,0:02:42,21635.0,5.61,20210520,👉 Estas son las PRINCIPALES HERRAMIENTAS 🛠 de Corel Draw ▶
Fuentes externas,493.0,18.6599,0:02:16,,,20210520,👉 Estas son las PRINCIPALES HERRAMIENTAS 🛠 de Corel Draw ▶
Funciones de exploración,380.0,12.4966,0:01:58,10659.0,2.03,20210520,👉 Estas son las PRINCIPALES HERRAMIENTAS 🛠 de Corel Draw ▶
Notificaciones,163.0,5.1702,0:01:54,,,20210520,👉 Estas son las PRINCIPALES HERRAMIENTAS 🛠 de Corel Draw ▶
Página de lista de reproducción,157.0,6.4554,0:02:28,5307.0,2.43,20210520,👉 Estas son las PRINCIPALES HERRAMIENTAS 🛠 de Corel Draw ▶
Páginas de canal,141.0,4.9093,0:02:05,11411.0,0.9,20210520,👉 Estas son las PRINCIPALES HERRAMIENTAS 🛠 de Corel Draw ▶
Vídeos sugeridos,130.0,4.9256,0:02:16,3124.0,2.72,20210520,👉 Estas son las PRINCIPALES HERRAMIENTAS 🛠 de Corel Draw ▶
Directa o desconocida,118.0,3.9505,0:02:00,,,20210520,👉 Estas son las PRINCIPALES HERRAMIENTAS 🛠 de Corel Draw ▶
Otras funciones de YouTube,70.0,2.7546,0:02:21,,,20210520,👉 Estas son las PRINCIPALES HERRAMIENTAS 🛠 de Corel Draw ▶
Pantallas finales,4.0,0.1603,0:02:24,,,20210520,👉 Estas son las PRINCIPALES HERRAMIENTAS 🛠 de Corel Draw ▶
Total,939.0,47.1552,0:03:00,27401.0,1.5,20210701,🔥 CorelDRAW BEST Techniques for BEGINNERS & EXPERTS Tutorial ▶ SnowFlake ❄ (2021) 👉🏼
Funciones de exploración,446.0,21.9796,0:02:57,15542.0,1.54,20210701,🔥 CorelDRAW BEST Techniques for BEGINNERS & EXPERTS Tutorial ▶ SnowFlake ❄ (2021) 👉🏼
Notificaciones,161.0,6.9493,0:02:35,,,20210701,🔥 CorelDRAW BEST Techniques for BEGINNERS & EXPERTS Tutorial ▶ SnowFlake ❄ (2021) 👉🏼
Búsqueda de YouTube,76.0,3.8161,0:03:00,845.0,7.81,20210701,🔥 CorelDRAW BEST Techniques for BEGINNERS & EXPERTS Tutorial ▶ SnowFlake ❄ (2021) 👉🏼
Páginas de canal,65.0,2.818,0:02:36,6485.0,0.8,20210701,🔥 CorelDRAW BEST Techniques for BEGINNERS & EXPERTS Tutorial ▶ SnowFlake ❄ (2021) 👉🏼
Fuentes externas,55.0,3.193,0:03:28,,,20210701,🔥 CorelDRAW BEST Techniques for BEGINNERS & EXPERTS Tutorial ▶ SnowFlake ❄ (2021) 👉🏼
Vídeos sugeridos,54.0,3.6113,0:04:00,1696.0,1.65,20210701,🔥 CorelDRAW BEST Techniques for BEGINNERS & EXPERTS Tutorial ▶ SnowFlake ❄ (2021) 👉🏼
Listas de reproducción,28.0,0.9002,0:01:55,1993.0,0.95,20210701,🔥 CorelDRAW BEST Techniques for BEGINNERS & EXPERTS Tutorial ▶ SnowFlake ❄ (2021) 👉🏼
Directa o desconocida,20.0,1.0567,0:03:10,,,20210701,🔥 CorelDRAW BEST Techniques for BEGINNERS & EXPERTS Tutorial ▶ SnowFlake ❄ (2021) 👉🏼
Pantallas finales,19.0,1.9876,0:06:16,,,20210701,🔥 CorelDRAW BEST Techniques for BEGINNERS & EXPERTS Tutorial ▶ SnowFlake ❄ (2021) 👉🏼
Página de lista de reproducción,9.0,0.1851,0:01:14,840.0,0.95,20210701,🔥 CorelDRAW BEST Techniques for BEGINNERS & EXPERTS Tutorial ▶ SnowFlake ❄ (2021) 👉🏼
Otras funciones de YouTube,6.0,0.6584,0:06:35,,,20210701,🔥 CorelDRAW BEST Techniques for BEGINNERS & EXPERTS Tutorial ▶ SnowFlake ❄ (2021) 👉🏼
Total,476.0,2.4621,0:00:18,13330.0,1.08,20210810,Quieres saber CÓMO se HACE este logo
Feed de Shorts,159.0,0.6238,0:00:14,,,20210810,Quieres saber CÓMO se HACE este logo
Funciones de exploración,119.0,0.654,0:00:19,5022.0,0.78,20210810,Quieres saber CÓMO se HACE este logo
Páginas de canal,83.0,0.4506,0:00:19,5543.0,0.56,20210810,Quieres saber CÓMO se HACE este logo
Vídeos sugeridos,72.0,0.4854,0:00:24,2461.0,2.76,20210810,Quieres saber CÓMO se HACE este logo
Notificaciones,17.0,0.1265,0:00:26,,,20210810,Quieres saber CÓMO se HACE este logo
Búsqueda de YouTube,11.0,0.0527,0:00:17,285.0,1.75,20210810,Quieres saber CÓMO se HACE este logo
Otras funciones de YouTube,4.0,0.0069,0:00:06,,,20210810,Quieres saber CÓMO se HACE este logo
Fuentes externas,4.0,0.0278,0:00:25,,,20210810,Quieres saber CÓMO se HACE este logo
Directa o desconocida,3.0,0.0061,0:00:07,,,20210810,Quieres saber CÓMO se HACE este logo
Listas de reproducción,3.0,0.0227,0:00:27,16.0,6.25,20210810,Quieres saber CÓMO se HACE este logo
Pantallas finales,1.0,0.0056,0:00:20,,,20210810,Quieres saber CÓMO se HACE este logo
Página de lista de reproducción,,,,3.0,0.0,20210810,Quieres saber CÓMO se HACE este logo
Total,1187.0,12.2984,0:00:37,24443.0,1.51,20210819,Speedrun LOGO MAKER Tutorial (1min)
Feed de Shorts,405.0,4.0147,0:00:35,,,20210819,Speedrun LOGO MAKER Tutorial (1min)
Búsqueda de YouTube,221.0,2.0986,0:00:34,4515.0,2.72,20210819,Speedrun LOGO MAKER Tutorial (1min)
Funciones de exploración,214.0,2.3359,0:00:39,11157.0,0.98,20210819,Speedrun LOGO MAKER Tutorial (1min)
Páginas de canal,160.0,1.8905,0:00:42,5902.0,1.15,20210819,Speedrun LOGO MAKER Tutorial (1min)
Vídeos sugeridos,69.0,0.7879,0:00:41,2589.0,2.32,20210819,Speedrun LOGO MAKER Tutorial (1min)
Notificaciones,69.0,0.6719,0:00:35,,,20210819,Speedrun LOGO MAKER Tutorial (1min)
Directa o desconocida,14.0,0.088,0:00:22,,,20210819,Speedrun LOGO MAKER Tutorial (1min)
Fuentes externas,14.0,0.1905,0:00:48,,,20210819,Speedrun LOGO MAKER Tutorial (1min)
Otras funciones de YouTube,8.0,0.074,0:00:33,,,20210819,Speedrun LOGO MAKER Tutorial (1min)
Listas de reproducción,7.0,0.0889,0:00:45,137.0,2.19,20210819,Speedrun LOGO MAKER Tutorial (1min)
Página de lista de reproducción,6.0,0.0575,0:00:34,143.0,4.2,20210819,Speedrun LOGO MAKER Tutorial (1min)
Total,1697.0,80.1163,0:02:49,52381.0,1.46,20210722,🔥 CorelDRAW GREAT Techniques for Beginners & Experts ▶ LOGO TUTORIAL (🌸+♻)
Funciones de exploración,870.0,38.6589,0:02:39,35816.0,1.25,20210722,🔥 CorelDRAW GREAT Techniques for Beginners & Experts ▶ LOGO TUTORIAL (🌸+♻)
Vídeos sugeridos,213.0,13.1125,0:03:41,4231.0,3.36,20210722,🔥 CorelDRAW GREAT Techniques for Beginners & Experts ▶ LOGO TUTORIAL (🌸+♻)
Notificaciones,164.0,8.3616,0:03:03,,,20210722,🔥 CorelDRAW GREAT Techniques for Beginners & Experts ▶ LOGO TUTORIAL (🌸+♻)
Fuentes externas,144.0,4.5755,0:01:54,,,20210722,🔥 CorelDRAW GREAT Techniques for Beginners & Experts ▶ LOGO TUTORIAL (🌸+♻)
Páginas de canal,111.0,5.7992,0:03:08,6851.0,1.24,20210722,🔥 CorelDRAW GREAT Techniques for Beginners & Experts ▶ LOGO TUTORIAL (🌸+♻)
Listas de reproducción,69.0,3.0774,0:02:40,2941.0,1.56,20210722,🔥 CorelDRAW GREAT Techniques for Beginners & Experts ▶ LOGO TUTORIAL (🌸+♻)
Búsqueda de YouTube,52.0,2.6557,0:03:03,1032.0,3.59,20210722,🔥 CorelDRAW GREAT Techniques for Beginners & Experts ▶ LOGO TUTORIAL (🌸+♻)
Directa o desconocida,34.0,1.3184,0:02:19,,,20210722,🔥 CorelDRAW GREAT Techniques for Beginners & Experts ▶ LOGO TUTORIAL (🌸+♻)
Otras funciones de YouTube,22.0,1.5914,0:04:20,,,20210722,🔥 CorelDRAW GREAT Techniques for Beginners & Experts ▶ LOGO TUTORIAL (🌸+♻)
Página de lista de reproducción,9.0,0.2905,0:01:56,1510.0,0.46,20210722,🔥 CorelDRAW GREAT Techniques for Beginners & Experts ▶ LOGO TUTORIAL (🌸+♻)
Pantallas finales,9.0,0.6752,0:04:30,,,20210722,🔥 CorelDRAW GREAT Techniques for Beginners & Experts ▶ LOGO TUTORIAL (🌸+♻)
Total,1486.0,66.1176,0:02:40,58868.0,1.24,20210812,🔥 CorelDRAW KEY Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Funciones de exploración,940.0,38.2111,0:02:26,45208.0,1.09,20210812,🔥 CorelDRAW KEY Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Notificaciones,150.0,7.6961,0:03:04,,,20210812,🔥 CorelDRAW KEY Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Páginas de canal,121.0,7.0745,0:03:30,7483.0,1.19,20210812,🔥 CorelDRAW KEY Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Vídeos sugeridos,95.0,5.0336,0:03:10,1955.0,3.38,20210812,🔥 CorelDRAW KEY Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Listas de reproducción,47.0,1.5041,0:01:55,2055.0,1.56,20210812,🔥 CorelDRAW KEY Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Búsqueda de YouTube,42.0,2.5442,0:03:38,1281.0,2.89,20210812,🔥 CorelDRAW KEY Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Fuentes externas,38.0,1.49,0:02:21,,,20210812,🔥 CorelDRAW KEY Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Directa o desconocida,24.0,0.614,0:01:32,,,20210812,🔥 CorelDRAW KEY Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Otras funciones de YouTube,13.0,0.7987,0:03:41,,,20210812,🔥 CorelDRAW KEY Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Página de lista de reproducción,10.0,0.498,0:02:59,886.0,1.02,20210812,🔥 CorelDRAW KEY Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Pantallas finales,6.0,0.6533,0:06:32,,,20210812,🔥 CorelDRAW KEY Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Total,1759.0,101.0199,0:03:26,58749.0,1.23,20211026,🐝 ESTA es la FORMA INTELIGENTE 😱 de usar la GEOMETRÍA para DISEÑAR ▶ CorelDRAW
Funciones de exploración,988.0,51.4908,0:03:07,42514.0,1.06,20211026,🐝 ESTA es la FORMA INTELIGENTE 😱 de usar la GEOMETRÍA para DISEÑAR ▶ CorelDRAW
Notificaciones,173.0,9.667,0:03:21,,,20211026,🐝 ESTA es la FORMA INTELIGENTE 😱 de usar la GEOMETRÍA para DISEÑAR ▶ CorelDRAW
Fuentes externas,162.0,5.3755,0:01:59,,,20211026,🐝 ESTA es la FORMA INTELIGENTE 😱 de usar la GEOMETRÍA para DISEÑAR ▶ CorelDRAW
Páginas de canal,147.0,9.1836,0:03:44,9530.0,1.33,20211026,🐝 ESTA es la FORMA INTELIGENTE 😱 de usar la GEOMETRÍA para DISEÑAR ▶ CorelDRAW
Vídeos sugeridos,83.0,7.9062,0:05:42,3807.0,1.68,20211026,🐝 ESTA es la FORMA INTELIGENTE 😱 de usar la GEOMETRÍA para DISEÑAR ▶ CorelDRAW
Búsqueda de YouTube,77.0,5.9548,0:04:38,1512.0,4.1,20211026,🐝 ESTA es la FORMA INTELIGENTE 😱 de usar la GEOMETRÍA para DISEÑAR ▶ CorelDRAW
Directa o desconocida,65.0,4.4293,0:04:05,,,20211026,🐝 ESTA es la FORMA INTELIGENTE 😱 de usar la GEOMETRÍA para DISEÑAR ▶ CorelDRAW
Listas de reproducción,25.0,1.3064,0:03:08,905.0,2.1,20211026,🐝 ESTA es la FORMA INTELIGENTE 😱 de usar la GEOMETRÍA para DISEÑAR ▶ CorelDRAW
Pantallas finales,21.0,3.0474,0:08:42,,,20211026,🐝 ESTA es la FORMA INTELIGENTE 😱 de usar la GEOMETRÍA para DISEÑAR ▶ CorelDRAW
Otras funciones de YouTube,14.0,2.31,0:09:54,,,20211026,🐝 ESTA es la FORMA INTELIGENTE 😱 de usar la GEOMETRÍA para DISEÑAR ▶ CorelDRAW
Página de lista de reproducción,4.0,0.3489,0:05:14,481.0,0.0,20211026,🐝 ESTA es la FORMA INTELIGENTE 😱 de usar la GEOMETRÍA para DISEÑAR ▶ CorelDRAW
Total,584.0,5.8118,0:00:35,21644.0,1.12,20210924,😊  Te ENSEÑO archivo de Trabajo en CorelDRAW
Funciones de exploración,331.0,3.0386,0:00:33,12317.0,1.2,20210924,😊  Te ENSEÑO archivo de Trabajo en CorelDRAW
